id|tollbooth_id|tramo_name|motorbike|car|Car-axle|b2|b3|b4|t2|t3|t4|t5|t6|t7|t8|t9|Load-axle|road_length_km|fair_ref|sct_idVia|via
698|432|CALPULALPAN - AJOLOAPAN|$             9 5.00|191|$      9 7.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          3 60.00|$          5 30.00|$           5 30.00|$           8 00.00|$           8 00.00|$                8 00.00|$    1 81.00||pase||
699|432|CALPULALPAN - SN MARTIN TEXMELUCAN|$             7 9.00|$            1 59.00|$      8 0.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          3 97.00|$           3 97.00|$           5 45.00|$           5 45.00|$                5 45.00|$    1 26.00||pase||
700|432|CALPULALPAN - PACHUCA|$             6 6.00|$            1 32.00|$      6 8.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          2 59.00|$          3 92.00|$           3 92.00|$           5 83.00|$           5 83.00|$                5 83.00|$    1 30.00||pase||
701|432|CALPULALPAN - TULANCINGO|$             3 7.00|$               7 4.00|$      3 8.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          1 43.00|$          2 17.00|$           2 17.00|$           3 28.00|$           3 28.00|$                3 28.00|$      7 2.00||pase||
702|432|CALPULALPAN - SANCTORUM|$             2 4.00|$               4 8.00|$      2 4.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$          1 17.00|$           1 17.00|$           1 54.00|$           1 54.00|$                1 54.00|$      3 5.00||pase||
703|432|CALPULALPAN - SAHAGUN|$             1 8.00|$               3 7.00|$      1 9.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$            9 0.00|$          1 27.00|$           1 27.00|$           1 85.00|$           1 85.00|$                1 85.00|$      4 6.00||pase||
704|431|SANCTORUM - ATLACOMULCO|$           2 46.00|$            4 92.00|$    2 52.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$          9 37.00|$      1 ,435.00|$       1 ,435.00|$       2 ,176.00|$       2 ,176.00|$            2 ,176.00|$    4 71.00||pase||
705|431|SANCTORUM - ACAMBAY|$           2 30.00|$            4 61.00|$    2 36.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$          8 84.00|$      1 ,345.00|$       1 ,345.00|$       2 ,023.00|$       2 ,023.00|$            2 ,023.00|$    4 45.00||pase||
706|431|SANCTORUM - JILOTEPEC|$           1 90.00|$            3 81.00|$    1 96.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$      1 ,160.00|$       1 ,160.00|$       1 ,710.00|$       1 ,710.00|$            1 ,710.00|$    3 76.00||pase||
707|431|SANCTORUM - LIVERPOOL|$           1 90.00|$            3 81.00|$    1 96.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$          7 47.00|$      1 ,160.00|$       1 ,160.00|$       1 ,710.00|$       1 ,710.00|$            1 ,710.00|$    3 76.00||pase||
708|431|SANCTORUM - QUERETARO|$           1 82.00|$            3 65.00|$    1 87.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$          7 15.00|$      1 ,086.00|$       1 ,086.00|$       1 ,610.00|$       1 ,610.00|$            1 ,610.00|$    3 60.00||pase||
709|431|SANCTORUM - TULA II|$           1 59.00|$            3 18.00|$    1 63.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          6 20.00|$          9 43.00|$           9 43.00|$       1 ,398.00|$       1 ,398.00|$            1 ,398.00|$    3 12.00||pase||
710|431|SANCTORUM - TULA I|$           1 43.00|$            2 86.00|$    1 47.00|$          5 61.00|$          5 61.00|$          5 61.00|$          5 61.00|$          5 61.00|$          5 61.00|$          8 68.00|$           8 68.00|$       1 ,287.00|$       1 ,287.00|$            1 ,287.00|$    2 83.00||pase||
711|431|SANCTORUM - ATITALAQUIA|$           1 35.00|$            2 70.00|$    1 39.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          5 40.00|$          8 00.00|$           8 00.00|$       1 ,207.00|$       1 ,207.00|$            1 ,207.00|$    2 72.00||pase||
712|431|SANCTORUM - APAXCO|$           1 27.00|$            2 54.00|$    1 30.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          7 20.00|$           7 20.00|$       1 ,075.00|$       1 ,075.00|$            1 ,075.00|$    2 43.00||pase||
713|431|SANCTORUM - AJOLOAPAN|$           1 19.00|$            2 38.00|$    1 22.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          4 29.00|$          6 46.00|$           6 46.00|$           9 53.00|$           9 53.00|$                9 53.00|$    2 16.00||pase||
714|431|SANCTORUM - PACHUCA|$             9 0.00|$            1 80.00|$      9 2.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          3 28.00|$          5 08.00|$           5 08.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 65.00||pase||
715|431|SANCTORUM - TULANCINGO|$             6 1.00|$            1 22.00|$      6 2.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          2 12.00|$          3 34.00|$           3 34.00|$           4 82.00|$           4 82.00|$                4 82.00|$    1 07.00||pase||
716|431|SANCTORUM - SN MARTIN TEXMELUCAN|$             5 5.00|$            1 11.00|$      5 6.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          2 81.00|$           2 81.00|$           3 92.00|$           3 92.00|$                3 92.00|$      9 1.00||pase||
717|431|SANCTORUM - SAHAGUN|$             4 2.00|$               8 5.00|$      4 3.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          1 59.00|$          2 44.00|$           2 44.00|$           3 39.00|$           3 39.00|$                3 39.00|$      8 0.00||pase||
718|431|SANCTORUM - CALPULALPAN|$             2 4.00|$               4 8.00|$      2 4.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$            6 9.00|$          1 17.00|$           1 17.00|$           1 54.00|$           1 54.00|$                1 54.00|$      3 5.00||pase||
719|430|SN MARTIN TEXMELUCAN - ATLACOMULCO|$           3 02.00|$            6 04.00|$    3 08.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,117.00|$      1 ,716.00|$       1 ,716.00|$       2 ,568.00|$       2 ,568.00|$            2 ,568.00|$    5 62.00||pase||
720|430|SN MARTIN TEXMELUCAN - ACAMBAY|$           2 86.00|$            5 72.00|$    2 92.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,064.00|$      1 ,626.00|$       1 ,626.00|$       2 ,415.00|$       2 ,415.00|$            2 ,415.00|$    5 36.00||pase||
721|430|SN MARTIN TEXMELUCAN - JILOTEPEC|$           2 46.00|$            4 92.00|$    2 52.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$      1 ,440.00|$       1 ,440.00|$       2 ,102.00|$       2 ,102.00|$            2 ,102.00|$    4 67.00||pase||
722|430|SN MARTIN TEXMELUCAN - LIVERPOOL|$           2 46.00|$            4 92.00|$    2 52.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$          9 27.00|$      1 ,440.00|$       1 ,440.00|$       2 ,102.00|$       2 ,102.00|$            2 ,102.00|$    4 67.00||pase||
723|430|SN MARTIN TEXMELUCAN - QUERETARO|$           2 38.00|$            4 77.00|$    2 44.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$          8 95.00|$      1 ,366.00|$       1 ,366.00|$       2 ,002.00|$       2 ,002.00|$            2 ,002.00|$    4 51.00||pase||
724|430|SN MARTIN TEXMELUCAN - TULA II|$           2 14.00|$            4 29.00|$    2 19.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$          8 00.00|$      1 ,223.00|$       1 ,223.00|$       1 ,790.00|$       1 ,790.00|$            1 ,790.00|$    4 04.00||pase||
725|430|SN MARTIN TEXMELUCAN - TULA I|$           1 98.00|$            3 97.00|$    2 03.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$          7 41.00|$      1 ,149.00|$       1 ,149.00|$       1 ,679.00|$       1 ,679.00|$            1 ,679.00|$    3 74.00||pase||
726|430|SN MARTIN TEXMELUCAN - ATITALAQUIA|$           1 90.00|$            3 81.00|$    1 95.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$          7 20.00|$      1 ,080.00|$       1 ,080.00|$       1 ,599.00|$       1 ,599.00|$            1 ,599.00|$    3 63.00||pase||
727|430|SN MARTIN TEXMELUCAN - AJOLOAPAN|$           1 75.00|$            3 50.00|$    1 78.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          6 09.00|$          9 27.00|$           9 27.00|$       1 ,345.00|$       1 ,345.00|$            1 ,345.00|$    3 07.00||pase||
728|430|SAN MARTIN TEXMELUCAN - APAXCO|$           1 82.00|$            3 65.00|$    1 86.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$      1 ,001.00|$       1 ,001.00|$       1 ,467.00|$       1 ,467.00|$            1 ,467.00|$    3 34.00||pase||
729|430|SN MARTIN TEXMELUCAN - PACHUCA|$           1 45.00|$            2 91.00|$    1 48.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          5 08.00|$          7 89.00|$           7 89.00|$       1 ,128.00|$       1 ,128.00|$            1 ,128.00|$    2 56.00||pase||
730|430|SN MARTIN TEXMELUCAN - TULANCINGO|$           1 16.00|$            2 33.00|$    1 19.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          3 92.00|$          6 14.00|$           6 14.00|$           8 74.00|$           8 74.00|$                8 74.00|$    1 98.00||pase||
731|430|SN MARTIN TEXMELUCAN - SAHAGUN|$             9 8.00|$            1 96.00|$    1 00.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          3 39.00|$          5 24.00|$           5 24.00|$           7 31.00|$           7 31.00|$                7 31.00|$    1 72.00||pase||
732|430|SN MARTIN TEXMELUCAN - CALPULALPAN|$             7 9.00|$            1 59.00|$      8 0.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          2 49.00|$          3 97.00|$           3 97.00|$           5 45.00|$           5 45.00|$                5 45.00|$    1 26.00||pase||
733|430|SN MARTIN TEXMELUCAN - SANCTORUM|$             5 5.00|$            1 11.00|$      5 6.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          1 80.00|$          2 81.00|$           2 81.00|$           3 92.00|$           3 92.00|$                3 92.00|$      9 1.00||pase||
734|430|SN MARTIN TEXMELUCAN (ABIERTO)|$               8 .00|$               1 6.00|$         8 .00|$            2 6.00|$            2 6.00|$            2 6.00|$            2 6.00|$            2 6.00|$            2 6.00|$            6 4.00|$             6 4.00|$             7 4.00|$             7 4.00|$                  7 4.00|$      1 4.00||pase||
735|462|APAXCO - SAN MARTIN TEXMELUCAN|$           1 82.00|$            3 65.00|$    1 86.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$          6 62.00|$      1 ,001.00|$       1 ,001.00|$       1 ,467.00|$       1 ,467.00|$            1 ,467.00|$    3 34.00||pase||
736|462|APAXCO - SANCTORUM|$           1 27.00|$            2 54.00|$    1 30.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          4 82.00|$          7 20.00|$           7 20.00|$       1 ,075.00|$       1 ,075.00|$            1 ,075.00|$    2 43.00||pase||
737|462|APAXCO - ATLACOMULCO|$           1 19.00|$            2 38.00|$    1 22.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          4 55.00|$          7 15.00|$           7 15.00|$       1 ,101.00|$       1 ,101.00|$            1 ,101.00|$    2 29.00||pase||
738|462|APAXCO - ACAMBAY|$           1 03.00|$            2 07.00|$    1 06.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          4 02.00|$          6 25.00|$           6 25.00|$           9 48.00|$           9 48.00|$                9 48.00|$    2 02.00||pase||
739|462|APAXCO - CALPULALPAN|$           1 03.00|$            2 07.00|$    1 06.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          4 13.00|$          6 04.00|$           6 04.00|$           9 21.00|$           9 21.00|$                9 21.00|$    2 08.00||pase||
740|462|APAXCO - SAHAGUN|$             8 4.00|$            1 69.00|$      8 7.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          3 23.00|$          4 77.00|$           4 77.00|$           7 36.00|$           7 36.00|$                7 36.00|$    1 62.00||pase||
741|462|APAXCO - TULANCINGO|$             6 6.00|$            1 32.00|$      6 8.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          2 70.00|$          3 87.00|$           3 87.00|$           5 93.00|$           5 93.00|$                5 93.00|$    1 36.00||pase||
742|462|APAXCO - JILOTEPEC|$             6 3.00|$            1 27.00|$      6 6.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          4 40.00|$           4 40.00|$           6 35.00|$           6 35.00|$                6 35.00|$    1 33.00||pase||
743|462|APAXCO - LIVERPOOL|$             6 3.00|$            1 27.00|$      6 6.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          2 65.00|$          4 40.00|$           4 40.00|$           6 35.00|$           6 35.00|$                6 35.00|$    1 33.00||pase||
