id|tollbooth_id|strech_name|motorbike|car|Car-axle|bus-2axle|bus-3axle|bus-4axle|truck-2axle|truck-3axle|truck-4axle|truck-5axle|truck-6axle|truck-7axle|truck-8axle|truck-9axle|Load-axle|road_length_km|fair_ref|sct_idVia|via|Motorbike-axle|Car-rush-hour|Car-evening-hour
1192||GUSTAVO BAZ-1° DE MAYO||$            12.59|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1193||GUSTAVO BAZ-SAN JOAQUÍN||$            17.20|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1194||GUSTAVO BAZ-ENT. AUT. URBANA NTE.||$            21.67|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1195||1° DE MAYO-SAN JOAQUÍN||$              7.90|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1196||1° DE MAYO-ENT. AUT. URBANA NTE.||$            11.13|||||||||||||||pase||viaducto bicentenario-norte-sur|||
1197||ENT. AUT. URBANA NTE.-G.BAZ||$            23.69|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1198||ENT. AUT. URBANA NTE.-LOMAS VERDES||$            29.30|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1199||ENT. AUT. URBANA NTE.-CIRCUNVALACIÓN||$            53.65|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1200||ENT. AUT. URBANA NTE.-SANTA MÓNICA||$            62.25|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1201||ENT. AUT. URBANA NTE.-VALLE DORADO||$            78.97|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1202||ENT. AUT. URBANA NTE.-L GPE.||$            96.64|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1203||ENT. AUT. URBANA NTE.-LECHERÍA||$         1 12.30|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1204||ENT. AUT. URBANA NTE.-LÓPEZ PORTILLO||$         1 20.10|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1205||ENT. AUT. URBANA NTE.-TEPALCAPA||$         1 35.16|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1206||TOREO-G.BAZ||$            23.41|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1207||TOREO-LOMAS VERDES||$            29.02|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1208||TOREO-CIRCUNVALACIÓN||$            52.99|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1209||TOREO-SANTA MÓNICA||$            61.97|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1210||TOREO-VALLE DORADO||$            78.69|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1211||TOREO-L GPE.||$            96.36|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1212||TOREO-LECHERÍA||$         1 12.02|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1213||TOREO-LÓPEZ PORTILLO||$         1 19.82|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1214||TOREO-TEPALCAPA||$         1 34.88|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1215||RIO SAN JOAQUÍN-G.BAZ||$            22.36|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1216||RIO SAN JOAQUÍN-LOMAS VERDES||$            27.97|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1217||RIO SAN JOAQUÍN-CIRCUNVALACIÓN||$            51.90|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1218||RIO SAN JOAQUÍN-SANTA MÓNICA||$            60.92|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1219||RIO SAN JOAQUÍN-VALLE DORADO||$            77.64|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1220||RIO SAN JOAQUÍN-L GPE.||$            95.31|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1221||RIO SAN JOAQUÍN-LECHERÍA||$         1 10.97|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1222||RIO SAN JOAQUÍN-LÓPEZ PORTILLO||$         1 18.77|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1223||RIO SAN JOAQUÍN-TEPALCAPA||$         1 33.82|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1224||GUSTAVO BAZ-LOMAS VERDES||$              8.49|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1225||GUSTAVO BAZ-CIRCUNVALACIÓN||$            26.98|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1226||GUSTAVO BAZ-SANTA MÓNICA||$            37.64|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1227||GUSTAVO BAZ-VALLE DORADO||$            54.36|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1228||GUSTAVO BAZ-L GPE.||$            72.03|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1229||GUSTAVO BAZ-LECHERÍA||$            87.69|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1230||GUSTAVO BAZ-LÓPEZ PORTILLO||$            95.50|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1231||GUSTAVO BAZ-TEPALCAPA||$         1 10.55|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1232||CIRCUNVALACIÓN-SANTA MÓNICA||$            15.43|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1233||CIRCUNVALACIÓN-VALLE DORADO||$            32.16|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1234||CIRCUNVALACIÓN-L GPE.||$            49.83|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1235||CIRCUNVALACIÓN-LECHERÍA||$            65.49|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1236||CIRCUNVALACIÓN-LÓPEZ PORTILLO||$            73.29|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1237||CIRCUNVALACIÓN-TEPALCAPA||$            88.34|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1238||VALLEJO/VALLEJO-L GPE.||$              7.35|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1239||VALLEJO/VALLEJO-LECHERÍA||$            23.01|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1240||VALLEJO/ VALLEJO-LÓPEZ PORTILLO||$            30.81|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1241||VALLEJO/ VALLEJO-TEPALCAPA||$            45.86|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1242||VALLEJO /PERIFÉRICO-L GPE.||$              7.24|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1243||VALLEJO /PERIFÉRICO-LECHERÍA||$            22.89|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1244||VALLEJO /PERIFÉRICO-LÓPEZ PORTILLO||$            30.70|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1245||VALLEJO /PERIFÉRICO-TEPALCAPA||$            45.75|||||||||||||||pase||viaducto bicentenario-sur-norte|||
1246||VEB PTE.-CDI PTE.||$2.79|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$4.30|
1247||VEB PTE.-EJERCITO NACIONAL PTE.||$12.68|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$19.53|
1248||VEB PTE.-PALMAS PTE.||$22.58|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$34.78|
1249||VEB PTE.-REFORMA CENTRO||$29.44|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$45.35|
1250||VEB PTE.-PARQUE PELVOUX||$28.92|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$44.54|
1251||VEB PTE.-CONSTITUYENTES PTE.||$45.74|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$70.45|
1252||VEB PTE.-MINERIA PTE.||$53.55|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$82.49|
1253||VEB PTE.-SAN ANTONIO PTE.||$78.09|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$120.27|
1254||CDI PTE.-EJERCITO NACIONAL PTE.||$9.37|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$14.43|
1255||CDI PTE.-PALMAS PTE.||$19.27|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$29.68|
1256||CDI PTE.-REFORMA CENTRO||$26.16|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$40.30|
1257||CDI PTE.-PARQUE PELVOUX||$25.64|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$39.49|
1258||CDI PTE.-CONSTITUYENTES PTE.||$42.46|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$65.39|
1259||CDI PTE.-MINERIA PTE.||$50.28|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$77.43|
1260||CDI PTE.-SAN ANTONIO PTE.||$74.80|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$115.21|
1261||CONSCRIPTO PTE.-EJERCITO NACIONAL PTE.||$6.61|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$10.19|
1262||CONSCRIPTO PTE.-PALMAS PTE.||$16.49|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$25.40|
1263||CONSCRIPTO PTE.-REFORMA CENTRO||$23.38|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$36.01|
1264||CONSCRIPTO PTE.-PARQUE PELVOUX||$22.86|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$35.21|
1265||CONSCRIPTO PTE.-CONSTITUYENTES PTE.||$39.67|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$61.10|
1266||CONSCRIPTO PTE.-MINERIA PTE.||$47.49|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$73.14|
1267||CONSCRIPTO PTE.-SAN ANTONIO PTE.||$72.02|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$110.93|
1268||EJÉRCITO NACIONAL PTE.-PALMAS PTE.||$7.85|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$12.09|
1269||EJÉRCITO NACIONAL PTE.-REFORMA CENTRO||$14.73|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$22.69|
1270||EJÉRCITO NACIONAL PTE.-PARQUE PELVOUX||$14.22|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$21.90|
1271||EJÉRCITO NACIONAL PTE.-CONSTITUYENTES PTE||$31.03|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$47.79|
1272||EJÉRCITO NACIONAL PTE.-MINERIA PTE.||$38.84|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$59.83|
1273||EJÉRCITO NACIONAL PTE.-SAN ANTONIO PTE.||$63.38|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$97.61|
1274||PALMAS PTE.-REFORMA CENTRO||$8.20|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$12.63|
1275||PALMAS PTE.-PARQUE PELVOUX||$7.67|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$11.82|
1276||PALMAS PTE.-CONSTITUYENTES PTE.||$24.49|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$37.72|
1277||PALMAS PTE.-MINERIA PTE.||$32.31|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$49.76|
1278||PALMAS PTE.-SAN ANTONIO PTE.||$56.84|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$87.55|
1279||ROSARIO CASTELLANOS-CONSTITUYENTES PTE||$14.43|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$22.23|
1280||ROSARIO CASTELLANOS-MINERIA PTE.||$22.25|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$34.27|
1281||ROSARIO CASTELLANOS-SAN ANTONIO PTE.||$46.77|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$72.04|
1282||ALENCASTRE PTE.-CONSTITUYENTES PTE.||$5.81|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$8.95|
1283||ALENCASTRE PTE.-MINERIA PTE.||$13.98|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$21.53|
1284||ALENCASTRE PTE.-SAN ANTONIO PTE.||$38.15|||||||||||||||pase||Autopista-urbana-norte-norte-sur||$58.76|
1285||SAN ANTONIO OTE.-ALENCASTRE OTE.||$33.44|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$51.50|
1286||SAN ANTONIO OTE.-CHAPULTEPEC / REFORMA OTE||$38.91|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$59.93|
1287||SAN ANTONIO OTE.-CONSCRIPTO OTE.||$70.10|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$107.96|
1288||SAN ANTONIO OTE.-CDI OTE.||$70.35|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$108.35|
1289||SAN ANTONIO OTE.-VEB OTE.||$73.03|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$112.47|
1290||SOSTENES ROCHA OTE.-ALENCASTRE OTE.||$12.01|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$18.50|
1291||SOSTENES ROCHA OTE.-CHAPULTEPEC/REFORMA OTE||$17.44|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$26.86|
1292||SOSTENES ROCHA OTE.-CONSCRIPTO OTE.||$48.62|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$74.88|
1293||SOSTENES ROCHA OTE.-CDI OTE.||$48.87|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$75.28|
1294||SOSTENES ROCHA OTE.-VEB OTE.||$51.56|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$79.41|
1295||CONSTITUYENTES OTE.-ALENCASTRE OTE.||$8.73|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$13.45|
1296||CONSTITUYENTES OTE.-CHAPULTEPEC / REFORMA OTE||$14.13|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$21.76|
1297||CONSTITUYENTES OTE.-CONSCRIPTO OTE.||$45.31|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$69.78|
1298||CONSTITUYENTES OTE.-CDI OTE.||$45.57|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$70.19|
1299||CONSTITUYENTES OTE.-VEB OTE.||$48.25|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$74.31|
1300||PARQUE MARTE OTE.-CONSCRIPTO OTE.||$26.55|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$40.90|
1301||PARQUE MARTE OTE.-CDI OTE.||$28.11|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$43.29|
1302||PARQUE MARTE OTE.-VEB OTE.||$30.83|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$47.48|
1303||EJÉRCITO NACIONAL OTE.-CONSCRIPTO OTE.||$10.33|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$15.91|
1304||EJÉRCITO NACIONAL OTE.-CDI OTE.||$10.55|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$16.24|
1305||EJÉRCITO NACIONAL OTE.-VEB OTE.||$13.34|||||||||||||||pase||Autopista-urbana-norte-sur-norte||$20.55|
1306||RÍO DE LOS REMEDIOS (TSN) - ALFREDO DEL MAZO (A)||$8.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$14.00|$11.00
1307||RIO DE LOS REMEDIOS (TSN) - CIRCUNVALACIÓN (A)||$25.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$40.00|$33.00
1308||RIO DE LOS REMEDIOS (TSN) - CIRCUITO EXTERIOR M. (B)||$41.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$64.00|$53.00
1309||RÍO DE LOS REMEDIOS (TSN) - JARDINES DE MORELOS (B)||$51.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$79.00|$67.00
1310||RÍO DE LOS REMEDIOS (D/E) - ALFREDO DEL MAZO (A)||$10.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$12.00|$13.00
1311||RIO DE LOS REMEDIOS (D/E) - CIRCUNVALACIÓN (A)||$27.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$38.00|$35.00
1312||RIO DE LOS REMEDIOS (D/E) - CIRCUITO EXTERIOR M. (B)||$42.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$62.00|$55.00
1313||RÍO DE LOS REMEDIOS (D/E) - JARDINES DE MORELOS (B)||$53.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$77.00|$69.00
1314||ALFREDO DEL MAZO (E) - CIRCUNVALACIÓN (A)||$16.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$24.00|$21.00
1315||ALFREDO DEL MAZO (E) - CIRCUITO EXTERIOR M. (B)||$32.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$48.00|$41.00
1316||ALFREDO DEL MAZO (E) - JARDINES DE MORELOS (B)||$42.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$63.00|$55.00
1317||CIRCUNVALACIÓN SUR(E) - CIRCUITO EXTERIOR M. (B)||$16.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$24.00|$21.00
1318||CIRCUNVALACIÓN SUR (E) - JARDINES DE MORELOS (B)||$26.00|||||||||||||||pase||Autopista-siervo de la nacion-sur-norte||$40.00|$34.00
1319||VENTA DE CARPIO - CIRCUNVALACIÓN (C)||$30.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$45.00|$39.00
1320||VENTA DE CARPIO - ALFREDO DEL MAZO (C)||$46.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$69.00|$60.00
1321||VENTA DE CARPIO - RÍO DE LOS REMEDIOS (TSN)||$54.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$81.00|$70.00
1322||VENTA DE CARPIO - RÍO DE LOS REMEDIOS (A)||$55.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$82.00|$71.00
1323||JARDINES DE MORELOS (A) - CIRCUNVALACIÓN (C)||$29.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$43.00|$37.00
1324||JARDINES DE MORELOS (A) - ALFREDO DEL MAZO (C)||$44.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$67.00|$58.00
1325||JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (TNS)||$53.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$79.00|$68.00
1326||JARDINES DE MORELOS (A) - RÍO DE LOS REMEDIOS (A)||$53.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$80.00|$69.00
1327||CIRCUITO EXTERIOR M.  (A) - CIRCUNVALACIÓN (C)||$16.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$24.00|$21.00
1328||CIRCUITO EXTERIOR M. (A) - ALFREDO DEL MAZO (C)||$32.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$48.00|$41.00
1329||CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (TNS)||$40.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$60.00|$52.00
1330||CIRCUITO EXTERIOR M. (A) - RÍO DE LOS REMEDIOS (A)||$41.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$61.00|$53.00
1331||CIRCUNVALACIÓN SUR (D) - ALFREDO DEL MAZO (C)||$16.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$24.00|$21.00
1332||CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (TNS)||$24.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$37.00|$32.00
1333||CIRCUNVALACIÓN SUR (D) - RÍO DE LOS REMEDIOS (A)||$25.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$38.00|$33.00
1334||ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (TNS)||$7.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$11.00|$10.00
1335||ALFREDO DEL MAZO (D) - RÍO DE LOS REMEDIOS (A)||$8.00|||||||||||||||pase||Autopista-siervo de la nacion-norte-sur||$12.00|$11.00
1336|x1|Atlixco-jantetelco|$110.00|$210.00|$329.00|$438.00|$657.00|$657.00|$438.00|$657.00|$657.00|$1,095.00|$1,314.00|$1,314.00|$1,314.00|$1,314.00|$439.00||viapass|||||
1337|x2|Puebla-atlixco|$29.00|$57.00|$67.00|$134.00|$134.00|$134.00|$134.00|$134.00|$134.00|$298.00|$298.00|$298.00|$298.00|$298.00|$77.00||viapass|||||
1338|x3|Mexicalli-rio colorado|$7.00|$15.00|$23.00|$29.00|$29.00|$29.00|$29.00|$29.00|$29.00|$67.00|$67.00|$108.00|$108.00|$108.00|$31.00|0.304|operator_site|||||
1339|937|san martin-huejotzingo|$25.00|$49.00|$74.00|$108.00|$108.00|$108.00|$108.00|$108.00|$108.00|$171.00|$171.00|$226.00|$226.00|$226.00|$99.00||viapass|||||
1340|x4|Apizaco-huahuchinango|$86.00|$171.00|$220.00|$215.00|$395.00|$395.00|$215.00|$395.00|$395.00|$779.00|$779.00|$779.00|$779.00|$779.00|$269.00||viapass|||||
1341|x4|Apizaco-chignahuapan|$50.00|$99.00|$132.00|$108.00|$199.00|$199.00|$108.00|$199.00|$199.00|$391.00|$391.00|$391.00|$391.00|$391.00|$165.00||viapass|||||
1342|x5|santa ana-altar|$66.00|$133.00|$199.00|$210.00|$210.00|$210.00|$210.00|$210.00|$210.00|$317.00|$317.00|$384.00|$384.00|$384.00|$265.00|73|viapass|200|santa ana-altar|||
1343|x7|villa ahumada|$117.00|$235.00|$17.00|$375.00|$491.00||$375.00|$529.00|$725.00|$938.00|$1,053.00|$1,167.00|$1,319.00|$1,419.00||86.7|operator_site|23|el sueco-villa ahumada|||
1344|x8|saucillo|$44.00|$89.00|$17.00|$129.00|$193.00||$129.00|$191.00|$241.00|$317.00|$384.00|$390.00|$444.00|$545.00||30|operator_site|19|Camargo-delicias|||
1345|x9|camargo|$44.00|$89.00|$17.00|$129.00|$193.00||$129.00|$191.00|$241.00|$317.00|$384.00|$390.00|$444.00|$545.00||35|operator_site|19|Camargo-delicias|||
1346|x10|jimenez|$60.00|$120.00|$17.00|$191.00|$294.00||$191.00|$268.00|$351.00|$460.00|$547.00|$576.00|$665.00|$803.00||70|operator_site|6|Jiménez-camargo|||
